"Analysis_Type","Comparison","Species","Average_Dissimilarity","Standard_Deviation","Ratio","Average_Abundance_Group1","Average_Abundance_Group2","Cumulative_Contribution","P_value"
"Season","Wet_Dry","Finella dubia",0.0116443307485477,0.0247384080350126,0.47069846742229,4.73333333333333,0.666666666666667,0.744498748617578,0.1121
"Season","Wet_Dry","Cerithiopsis emersoni",0.0111709405864428,0.0178244019240612,0.626721762336561,1.8,0.133333333333333,0.756895754287815,0.0112
"Season","Wet_Dry","Triphora pulchella",0.0101013619329485,0.0158332955299508,0.637982276894942,1.53333333333333,0.466666666666667,0.768105789843089,0.0359
"Season","Wet_Dry","Rissoina catesbyana",0.00999969862020143,0.0426782162813516,0.234304511563451,0,2.2,0.779203004042379,0.9752
"Season","Wet_Dry","Cerithiopsis gemmulosa",0.00980246675676726,0.0203825094232858,0.480925412725115,1.33333333333333,0.133333333333333,0.790081339221553,0.0047
"Season","Wet_Dry","Littorina angulifera",0.00806045960674454,0.0246595430706902,0.326869787637105,0.8,0,0.799026473489906,0.0258
"Season","Wet_Dry","Triphora nigrocincta",0.00787830599009305,0.0127671445747954,0.617076586227918,1.73333333333333,0.133333333333333,0.807769461895876,0.0238
"Season","Wet_Dry","Pyrgocythara caribaea",0.00753413480198322,0.0295830175525041,0.254677697723418,0.4,0.4,0.816130504651207,0.7342
"Season","Wet_Dry","Alaba incerta ",0.00639535505861815,0.0126417107736799,0.505893163758606,7.93333333333333,0.866666666666667,0.82322778104538,0.9816
"Season","Wet_Dry","Costoanachis sparsa",0.00633610880643736,0.016692810458234,0.379571122687251,1.33333333333333,0.2,0.830259308622921,0.1136
"Season","Wet_Dry","Pilsbryspira zebroides",0.00593492942616558,0.0121149382673662,0.489885238800793,0.8,0.333333333333333,0.836845625431187,0.2101
"Season","Wet_Dry","Turbonilla fluminensis",0.00580248287122785,0.0151801462521843,0.382241565715673,0.8,0,0.843284959030666,0.02
"Season","Wet_Dry","Olivella mutica",0.00530960937021182,0.0177832675276306,0.298573328099691,1.13333333333333,0.133333333333333,0.849177323864219,0.063
"Season","Wet_Dry","Cylichna discus",0.00477176511510151,0.00755368499993822,0.631713543143584,1.06666666666667,0.266666666666667,0.854472813418675,0.7691
"Season","Wet_Dry","Natica  pusilla",0.00460278296578423,0.00603806407636573,0.762294488361014,1.2,0.466666666666667,0.859580774210709,0.0622
"Season","Wet_Dry","Siratus carolinae",0.00453333862183097,0.0154518417400805,0.293385002130326,0.266666666666667,0.0666666666666667,0.864611668804147,0.0522
"Season","Wet_Dry","Acteocina bullata",0.00443902671197382,0.00573226177805971,0.774393578633174,1.26666666666667,0.133333333333333,0.869537900296726,0.0349
"Season","Wet_Dry","Triphora pompona",0.00415173154171576,0.0110653177294818,0.375202198727122,0.4,0,0.874145304576221,0.014
"Season","Wet_Dry","Anachis coseli",0.00413529691037003,0.0104653360027562,0.395142297321455,1,0.266666666666667,0.878734470443613,0.061
"Season","Wet_Dry","Olivella watermami",0.0039852832187282,0.0108793993535428,0.366314636426175,0.733333333333333,0.133333333333333,0.883157157886785,0.7698
"Season","Wet_Dry","Triphora turristhomae",0.00392769990959966,0.0149923475161029,0.261980313982251,1.4,0,0.887515941972467,0.0485
"Season","Wet_Dry","Atys guildingi",0.00382152871668484,0.013803434861653,0.276853461112156,0.266666666666667,0,0.891756902060216,0.033
"Season","Wet_Dry","Pleuroploca aurantiaca",0.00364206509530681,0.0151684617365697,0.240107741876432,0.0666666666666667,0.333333333333333,0.895798701520925,0.9163
"Season","Wet_Dry","Siliquaria squamata (Tenagodus squamatus)",0.00362899872156548,0.0143514422705796,0.2528664822075,0.533333333333333,0,0.899826000509797,0.0438
"Season","Wet_Dry","Isellica anomala",0.00337873362900568,0.00959157743974505,0.352260475425562,0.8,0.0666666666666667,0.903575566594486,0.645
"Season","Wet_Dry","Conus hencksi",0.00336683704834864,0.01396478978408,0.241094717529288,0.2,0.0666666666666667,0.907311930390906,0.2999
"Season","Wet_Dry","Steironepio minus",0.00319731433049265,0.014567016785048,0.219489987392234,0,0.466666666666667,0.910860165526339,0.9566
"Season","Wet_Dry","Littoraria sp",0.00305950956251392,0.0149050639039331,0.205266450532063,0.133333333333333,0,0.91425547114999,0.0906
"Season","Wet_Dry","Littorina flava ",0.00291563142301792,0.0149233133406102,0.195374268198452,0.0666666666666667,0,0.917491107308269,0.0978
"Season","Wet_Dry","Ciclosyremiscus caraboboensis",0.00291563142301792,0.0149233133406102,0.195374268198452,0.0666666666666667,0,0.920726743466547,0.0978
"Season","Wet_Dry","Pisania pusio",0.0028242255774418,0.0150950772477912,0.187095801570346,0,0.2,0.923860941542944,0.9015
"Season","Wet_Dry","Epitonium angulatum",0.0027801610715167,0.00411240999427356,0.676041804048723,0.733333333333333,0.0666666666666667,0.926946238819486,0.0186
"Season","Wet_Dry","Alaba sp",0.00255258215091037,0.00716054857090675,0.356478575018887,2.4,0.933333333333333,0.929778979281555,0.9902
"Season","Wet_Dry","Turbonilla rachialis",0.00222921190806111,0.00589677417666898,0.37803921962641,0.533333333333333,0,0.932252858043199,0.0284
"Season","Wet_Dry","Hastula hastata",0.00217685634204733,0.0061782314867388,0.352342955539918,0.266666666666667,0,0.934668634960714,0.0206
"Season","Wet_Dry","Volvarina gracilis",0.00213308520371781,0.0140803911466619,0.151493320142851,0,0.0666666666666667,0.93703583664449,0.7224
"Season","Wet_Dry","Pilsbryspira sp",0.00204840496970046,0.00519444500026041,0.394345299564779,0.266666666666667,0,0.939309064026536,0.0138
"Season","Wet_Dry","Syntomodrillia hypsela",0.00196080090083259,0.00576230237785487,0.34028080656929,1.66666666666667,0,0.941485072366902,0.0401
"Season","Wet_Dry","Siliquaria sp",0.00181449936078274,0.0071757211352898,0.2528664822075,0.266666666666667,0,0.943498721861338,0.0438
"Season","Wet_Dry","Seila adamsii",0.00174654650043806,0.00291118251562579,0.599944005936921,0.4,0.266666666666667,0.945436960338368,0.9812
"Season","Wet_Dry","Boonea seminuda",0.00158635062858018,0.00382223881123709,0.415031793386753,0.4,0.0666666666666667,0.94719742066714,0.1007
"Season","Wet_Dry","Tenaturris decora",0.00155493514021769,0.00461884855342477,0.336649951223176,0.4,0.0666666666666667,0.948923017504842,0.5232
"Season","Wet_Dry","Barlleia sp",0.00145038370059174,0.00674434108101544,0.215051949948736,0.133333333333333,0.0666666666666667,0.950532587873704,0.8574
"Season","Wet_Dry","Ithycytara lanceolata",0.00138876913499418,0.00281790187043295,0.492838004604043,0.4,0.0666666666666667,0.952073781178596,0.3013
"Season","Wet_Dry","Anachis sp 2",0.00136087452058705,0.00538179085146735,0.2528664822075,0.2,0,0.953584018299423,0.0438
"Season","Wet_Dry","Olivella sp2",0.00136087452058705,0.00538179085146735,0.2528664822075,0.2,0,0.95509425542025,0.0438
"Season","Wet_Dry","Turbonilla krebsii",0.00136087452058705,0.00538179085146735,0.2528664822075,0.2,0,0.956604492541077,0.0438
"Season","Wet_Dry","Serpulorbis decussatus (Thylacodes decussatus)",0.00136087452058705,0.00538179085146735,0.2528664822075,0.2,0,0.958114729661904,0.0438
"Season","Wet_Dry","Oscilla tricordata",0.00129351794866664,0.00495440746262374,0.261084288772169,0.133333333333333,0,0.959550217499306,0.0515
"Season","Wet_Dry","Anachis sp",0.00126960666165596,0.00372991497304714,0.340384880307007,0.133333333333333,0,0.960959169669602,0.0244
"Season","Wet_Dry","Mitrella sp",0.00126960666165596,0.00372991497304714,0.340384880307007,0.133333333333333,0,0.962368121839899,0.0244
"Season","Wet_Dry","Melanela breviuscula",0.00121249644021426,0.00378956083783533,0.319956979739863,0.2,0,0.963713695664069,0.0295
"Season","Wet_Dry","Ithycytara sp.",0.00121208468123654,0.00517311712501232,0.234304511563451,0,0.266666666666667,0.96505881253671,0.9752
"Season","Wet_Dry","Volvarina brasiliana",0.00117040351870703,0.00300411287096686,0.389600380870623,0.2,0.133333333333333,0.966357673536426,0.8699
"Season","Wet_Dry","Parvanachis obesa",0.00115695150168133,0.00492236343730067,0.235039837350121,0.0666666666666667,0.0666666666666667,0.967641606094794,0.8878
"Season","Wet_Dry","Alvania auberiana",0.00111672301373098,0.00267559383771248,0.417373892102298,1.46666666666667,0.0666666666666667,0.96888089489292,0.133
"Season","Wet_Dry","Bulla striata",0.001068849356079,0.00271429101815364,0.393785835391398,0.2,0.0666666666666667,0.970067055666528,0.6776
"Season","Wet_Dry","Odostomia laevigata",0.00105598434981183,0.00213216004432407,0.495265049461422,1.33333333333333,0.0666666666666667,0.971238939436833,0.1172
"Season","Wet_Dry","Granulina ovuliformis",0.00101888191710955,0.00268229542635761,0.379854473559286,1.46666666666667,0,0.972369648601918,0.0385
"Season","Wet_Dry","Astyris lunata",0.00101223449259013,0.00358282399840498,0.282524202428242,0.4,0,0.973492980755298,0.0419
"Season","Wet_Dry","Macrocypraea zebra",0.000964089189798687,0.00502826758080593,0.19173386744151,0.0666666666666667,0.0666666666666667,0.974562883424645,0.9028
"Season","Wet_Dry","Vexillum pulchellum",0.000946075778190938,0.0039192974509617,0.241389123950976,0,0.266666666666667,0.975612795622812,0.977
"Season","Wet_Dry","Mirachelus clinocnemus",0.000916183219837528,0.00486370586057397,0.188371428310307,0,0.0666666666666667,0.976629534408898,0.901
"Season","Wet_Dry","Thais rustica",0.000916183219837528,0.00486370586057397,0.188371428310307,0,0.0666666666666667,0.977646273194985,0.901
"Season","Wet_Dry","Cerithiopsis lata",0.000907249680391369,0.0035878605676449,0.2528664822075,0.133333333333333,0,0.978653097942203,0.0438
"Season","Wet_Dry","Mitrella dichoroa",0.000907249680391369,0.0035878605676449,0.2528664822075,0.133333333333333,0,0.979659922689421,0.0438
"Season","Wet_Dry","Siliquaria modesta (Tenagodus modestus)",0.000907249680391369,0.0035878605676449,0.2528664822075,0.133333333333333,0,0.980666747436639,0.0438
"Season","Wet_Dry","Ciclosyremiscus pentagonus",0.00084558337340237,0.0015674711193532,0.539457067477767,0.533333333333333,0,0.981605137699626,0.0192
"Season","Wet_Dry","Hastula imitatrix",0.000815981821460278,0.00338196451741032,0.241274506949914,0.0666666666666667,0,0.982510677496313,0.05
"Season","Wet_Dry","Tenaturris gemma",0.000815981821460278,0.00338196451741032,0.241274506949914,0.0666666666666667,0,0.983416217293001,0.05
"Season","Wet_Dry","Eulimastoma canaliculatum",0.00080382080642315,0.00233642805588382,0.344038329962222,0.266666666666667,0.333333333333333,0.984308261344079,0.9852
"Season","Wet_Dry","Pugilina morio",0.000763884661178577,0.00180534107797948,0.423124843552283,0.0666666666666667,0.133333333333333,0.985155986063654,0.9891
"Season","Wet_Dry","Polystira formosissima",0.0007447847871482,0.00207819556509224,0.35838051031311,0.133333333333333,0,0.98598251460509,0.0285
"Season","Wet_Dry","Turbonilla uruguayesis",0.000702487791890447,0.00184788189220178,0.380158382878801,0.4,0,0.986762103850235,0.031
"Season","Wet_Dry","Smaragdia viridis",0.000643071661668265,0.00193084270605155,0.333052329769164,0.466666666666667,0.266666666666667,0.987475755755764,0.9903
"Season","Wet_Dry","Calliostoma pulchrum",0.000627387656401315,0.00304703757504973,0.205900859752632,0,0.0666666666666667,0.988172002260135,0.9382
"Season","Wet_Dry","Elachisina floridana",0.000623660646298467,0.00190765093767649,0.326925976855117,0.133333333333333,0,0.98886411269691,0.0337
"Season","Wet_Dry","Cerithiopsis cynthiae",0.000554146268164286,0.00214024650629077,0.258917029667143,0.133333333333333,0,0.989479079214314,0.0459
"Season","Wet_Dry","Tenaturris sp",0.000532363449344755,0.00179826250972528,0.296043234213943,0.266666666666667,0,0.990069872142544,0.0417
"Season","Wet_Dry","Pseudodiala puncturina",0.000467711653066057,0.00185312459201203,0.252390829565452,0.0666666666666667,0,0.990588917425278,0.0453
"Season","Wet_Dry","Anachis obesa",0.000465889947607429,0.0012331703884237,0.377798519961994,0.6,0.133333333333333,0.991105941061516,0.9902
"Season","Wet_Dry","Polygona ogum",0.000465494046972261,0.0012035638089976,0.386763081020153,0.2,0,0.991622525345097,0.0361
"Season","Wet_Dry","Heliacus bisulcatus",0.000453624840195685,0.00179393028382245,0.2528664822075,0.0666666666666667,0,0.992125937718706,0.0438
"Season","Wet_Dry","Caecum jucundum",0.000453624840195685,0.00179393028382245,0.2528664822075,0.0666666666666667,0,0.992629350092315,0.0438
"Season","Wet_Dry","Petaloconchus secretus",0.000453624840195685,0.00179393028382245,0.2528664822075,0.0666666666666667,0,0.993132762465924,0.0438
"Season","Wet_Dry","Attiliosa sp",0.000440976461337316,0.00138163205910222,0.319170692683449,0.0666666666666667,0.0666666666666667,0.993622138239552,0.9707
"Season","Wet_Dry","Dolichupis virgo",0.000398925908495293,0.00177480183905558,0.224772084250021,0,0.0666666666666667,0.994064848207558,0.9656
"Season","Wet_Dry","Amphissa cancelata",0.00037406665805711,0.00142784262058123,0.261980313982251,0.133333333333333,0,0.994479970501432,0.0485
"Season","Wet_Dry","Melampus caffea",0.000365044944339265,0.00108394636592225,0.336773991606749,0.0666666666666667,0.0666666666666667,0.994885080904612,0.9714
"Season","Wet_Dry","Pyramidella crenulata",0.00032480668447763,0.000883011714789377,0.367839609642218,0.533333333333333,0.0666666666666667,0.995245536703122,0.9884
"Season","Wet_Dry","Vexillum sp",0.000303021170309134,0.00129327928125308,0.234304511563451,0,0.0666666666666667,0.995581815921283,0.9752
"Season","Wet_Dry","Siratus sp",0.000303021170309134,0.00129327928125308,0.234304511563451,0,0.0666666666666667,0.995918095139443,0.9752
"Season","Wet_Dry","Stramonita haemastoma",0.000303021170309134,0.00129327928125308,0.234304511563451,0,0.0666666666666667,0.996254374357603,0.9752
"Season","Wet_Dry","Calliostoma sp",0.000287756278992003,0.00109249377873194,0.263393974953343,0.133333333333333,0,0.99657371328835,0.0507
"Season","Wet_Dry","Rissoina princeps",0.000287175367967757,0.00111063170808653,0.258569394225671,0.0666666666666667,0,0.996892407550261,0.0428
"Season","Wet_Dry","Polystira sp",0.00028329885069016,0.00109507442411786,0.258702828274317,0.0666666666666667,0,0.997206799828261,0.0459
"Season","Wet_Dry","Fusinus srigatus",0.000236518944547734,0.000979824362740426,0.241389123950976,0,0.0666666666666667,0.997469277877803,0.9769
"Season","Wet_Dry","Diadora sp",0.000236518944547734,0.000979824362740426,0.241389123950976,0,0.0666666666666667,0.997731755927345,0.9769
"Season","Wet_Dry","Turbinella laevigata",0.000236518944547734,0.000979824362740426,0.241389123950976,0,0.0666666666666667,0.997994233976887,0.9769
"Season","Wet_Dry","Turbonilla pusilla",0.000236215827447212,0.000886481865212607,0.26646436516844,0.6,0,0.998256375640751,0.0666
"Season","Wet_Dry","Nassarina thetys",0.000187033329028555,0.000713921310290614,0.261980313982251,0.0666666666666667,0,0.998463936787689,0.0484
"Season","Wet_Dry","Olivella floralia",0.000167329466179489,0.000490229355800312,0.341328939606889,0.133333333333333,0.0666666666666667,0.998649631476956,0.9903
"Season","Wet_Dry","Zebina browniana",0.000155948993232411,0.000592951019771735,0.263004848684543,0.0666666666666667,0,0.998822696630997,0.0519
"Season","Wet_Dry","Mitrella ocelata",0.000143878139496002,0.000546246889365969,0.263393974953343,0.0666666666666667,0,0.99898236609637,0.0507
"Season","Wet_Dry","Turbonilla sp",0.000143878139496002,0.000546246889365969,0.263393974953343,0.0666666666666667,0,0.999142035561743,0.0507
"Season","Wet_Dry","Parvituboides interruptus",0.000143878139496002,0.000546246889365969,0.263393974953343,0.0666666666666667,0,0.999301705027117,0.0507
"Season","Wet_Dry","Vitrinella cupidinensis",0.000143878139496002,0.000546246889365969,0.263393974953343,0.0666666666666667,0,0.99946137449249,0.0507
"Season","Wet_Dry","Strombus pugilis",0.000117908548984355,0.000463725616567631,0.254263609280594,0,0.0666666666666667,0.999592224078433,0.9905
"Season","Wet_Dry","Littorina laceolata",0.000104984812198761,0.000393991940094492,0.26646436516844,0.266666666666667,0,0.999708731484595,0.0656
"Season","Wet_Dry","Melanela arcuata",7.87386091490707e-05,0.000295493955070869,0.26646436516844,0.2,0,0.999796112039216,0.0647
"Season","Wet_Dry","Turbonilla multicostata",7.87386091490707e-05,0.000295493955070869,0.26646436516844,0.2,0,0.999883492593838,0.0647
"Season","Wet_Dry","Melanela polita",2.62462030496902e-05,9.8497985023623e-05,0.26646436516844,0.0666666666666667,0,0.999912619445378,0.0583
"Season","Wet_Dry","Fissurella nimbosa",2.62462030496902e-05,9.8497985023623e-05,0.26646436516844,0.0666666666666667,0,0.999941746296919,0.0583
"Season","Wet_Dry","Alvania sp",2.62462030496902e-05,9.8497985023623e-05,0.26646436516844,0.0666666666666667,0,0.999970873148459,0.0583
"Season","Wet_Dry","Cryoturris diadema",2.62462030496902e-05,9.8497985023623e-05,0.26646436516844,0.0666666666666667,0,1,0.0583
