"Analysis_Type","Comparison","Species","Average_Dissimilarity","Standard_Deviation","Ratio","Average_Abundance_Group1","Average_Abundance_Group2","Cumulative_Contribution","P_value"
"River_Basin","Sorojo_Serinhaem","Triphora pompona",0.00368456083829675,0.0119026179765294,0.309558858863005,0,0.375,0.906226356313832,0.4854
"River_Basin","Sorojo_Serinhaem","Alaba incerta ",0.00342383817613072,0.00680318574924659,0.50326983597499,0.166666666666667,0.5,0.909946911820961,0.8979
"River_Basin","Sorojo_Serinhaem","Hastula hastata",0.00336551693292422,0.00710757126812196,0.47351152819513,0,0.5,0.913604091837943,0.0446
"River_Basin","Sorojo_Serinhaem","Epitonium angulatum",0.00330972748356681,0.00451863584880978,0.732461653097937,0.416666666666667,0.375,0.91720064756944,0.0565
"River_Basin","Sorojo_Serinhaem","Costoanachis sparsa",0.00303522258897166,0.00579623497830237,0.523654165218234,0.333333333333333,0.25,0.920498909209692,0.7585
"River_Basin","Sorojo_Serinhaem","Barlleia sp",0.00293147839185518,0.00997296580748826,0.293942488968934,0.166666666666667,0.125,0.923684435953007,0.1666
"River_Basin","Sorojo_Serinhaem","Volvarina gracilis",0.0028698864590615,0.0137369542956767,0.208917231381101,0.0833333333333333,0,0.92680303307145,0.4668
"River_Basin","Sorojo_Serinhaem","Siliquaria sp",0.00284977331576708,0.0084413318198527,0.337597594382542,0,0.5,0.929899773997456,0.1778
"River_Basin","Sorojo_Serinhaem","Ithycytara sp.",0.00255405261609266,0.00746204825007754,0.342272326645183,0,0.5,0.932675166418905,0.1823
"River_Basin","Sorojo_Serinhaem","Seila adamsii",0.00247759135393346,0.00340094626224869,0.728500588625971,0.666666666666667,0,0.935367471277399,0.1048
"River_Basin","Sorojo_Serinhaem","Anachis sp 2",0.00213732998682531,0.00633099886488953,0.337597594382542,0,0.375,0.937690026971903,0.1778
"River_Basin","Sorojo_Serinhaem","Olivella sp2",0.00213732998682531,0.00633099886488953,0.337597594382542,0,0.375,0.940012582666408,0.1778
"River_Basin","Sorojo_Serinhaem","Turbonilla krebsii",0.00213732998682531,0.00633099886488953,0.337597594382542,0,0.375,0.942335138360913,0.1778
"River_Basin","Sorojo_Serinhaem","Serpulorbis decussatus (Thylacodes decussatus)",0.00213732998682531,0.00633099886488953,0.337597594382542,0,0.375,0.944657694055418,0.1778
"River_Basin","Sorojo_Serinhaem","Volvarina brasiliana",0.00208354390655446,0.00403678938661853,0.5161388685427,0.0833333333333333,0.375,0.946921802449885,0.0442
"River_Basin","Sorojo_Serinhaem","Anachis sp",0.00194063027504068,0.00429260118675319,0.452087252137328,0,0.25,0.949030612003865,0.0473
"River_Basin","Sorojo_Serinhaem","Mitrella sp",0.00194063027504068,0.00429260118675319,0.452087252137328,0,0.25,0.951139421557844,0.0473
"River_Basin","Sorojo_Serinhaem","Ithycytara lanceolata",0.0018712859609245,0.00315927505240791,0.59231498678732,0.5,0,0.953172877267249,0.1644
"River_Basin","Sorojo_Serinhaem","Parvanachis obesa",0.00177237100713127,0.00581341466468445,0.304876068431543,0.166666666666667,0,0.955098845835866,0.3946
"River_Basin","Sorojo_Serinhaem","Turbonilla rachialis",0.00174817621433262,0.00433333317886598,0.403425294611229,0.0833333333333333,0.75,0.956998522837837,0.5518
"River_Basin","Sorojo_Serinhaem","Syntomodrillia hypsela",0.00169782117767685,0.00588049184122299,0.288720947757279,0.416666666666667,0,0.958843480925157,0.58
"River_Basin","Sorojo_Serinhaem","Atys guildingi",0.00159659807596283,0.00394136709742394,0.405087381230324,0.0833333333333333,0.25,0.960578443694603,0.6861
"River_Basin","Sorojo_Serinhaem","Pleuroploca aurantiaca",0.00154477654661071,0.00376504780077879,0.410294006437628,0.0833333333333333,0.25,0.962257093967225,0.7139
"River_Basin","Sorojo_Serinhaem","Bulla striata",0.0014819667777527,0.00308464775273943,0.480433066121273,0.25,0.125,0.963867491238565,0.2586
"River_Basin","Sorojo_Serinhaem","Turbonilla fluminensis",0.00147734367411694,0.00364610034046704,0.405184590703751,0.25,0.25,0.965472864757961,0.9262
"River_Basin","Sorojo_Serinhaem","Mirachelus clinocnemus",0.00143719897784413,0.00578129362962136,0.2485947038705,0.0833333333333333,0,0.967034614553596,0.4556
"River_Basin","Sorojo_Serinhaem","Thais rustica",0.00143719897784413,0.00578129362962136,0.2485947038705,0.0833333333333333,0,0.968596364349231,0.4556
"River_Basin","Sorojo_Serinhaem","Vexillum pulchellum",0.00143362755245589,0.00497862845723125,0.287956324672833,0.333333333333333,0,0.970154233211914,0.4056
"River_Basin","Sorojo_Serinhaem","Cerithiopsis lata",0.00142488665788354,0.00422066590992635,0.337597594382542,0,0.25,0.971702603674918,0.1778
"River_Basin","Sorojo_Serinhaem","Astyris lunata",0.00142488665788354,0.00422066590992635,0.337597594382542,0,0.25,0.973250974137921,0.2268
"River_Basin","Sorojo_Serinhaem","Mitrella dichoroa",0.00142488665788354,0.00422066590992635,0.337597594382542,0,0.25,0.974799344600924,0.1778
"River_Basin","Sorojo_Serinhaem","Siliquaria modesta (Tenagodus modestus)",0.00142488665788354,0.00422066590992635,0.337597594382542,0,0.25,0.976347715063927,0.1778
"River_Basin","Sorojo_Serinhaem","Calliostoma pulchrum",0.00136328815864365,0.0044917012823191,0.303512649875011,0,0.125,0.97782914876655,0.1779
"River_Basin","Sorojo_Serinhaem","Tenaturris decora",0.00134798187640895,0.00459504448082347,0.293355566422587,0.5,0,0.979293949710925,0.5623
"River_Basin","Sorojo_Serinhaem","Hastula imitatrix",0.00122818694609892,0.00396753932550981,0.309558858863005,0,0.125,0.980628574033403,0.1804
"River_Basin","Sorojo_Serinhaem","Tenaturris gemma",0.00122818694609892,0.00396753932550981,0.309558858863005,0,0.125,0.98196319835588,0.1804
"River_Basin","Sorojo_Serinhaem","Boonea seminuda",0.00100110450287421,0.00180099167950909,0.555862925000901,0.166666666666667,0.25,0.983051060772202,0.7142
"River_Basin","Sorojo_Serinhaem","Pugilina morio",0.000926058364132601,0.00211209146050323,0.43845561683771,0.0833333333333333,0.125,0.984057373386688,0.4024
"River_Basin","Sorojo_Serinhaem","Attiliosa sp",0.000905308661759398,0.00191483094566038,0.472787774717719,0,0.25,0.98504113808405,0.0469
"River_Basin","Sorojo_Serinhaem","Ciclosyremiscus pentagonus",0.000848883121227249,0.00161536895859071,0.52550416839001,0.25,0,0.985963587279696,0.3745
"River_Basin","Sorojo_Serinhaem","Turbonilla uruguayesis",0.000845900081179842,0.0021310558426,0.396939425176114,0.0833333333333333,0.125,0.986882794918496,0.2606
"River_Basin","Sorojo_Serinhaem","Heliacus bisulcatus",0.000712443328941769,0.00211033295496318,0.337597594382542,0,0.125,0.987656980149997,0.1778
"River_Basin","Sorojo_Serinhaem","Caecum jucundum",0.000712443328941769,0.00211033295496318,0.337597594382542,0,0.125,0.988431165381499,0.1778
"River_Basin","Sorojo_Serinhaem","Tenaturris sp",0.000712443328941769,0.00211033295496318,0.337597594382542,0,0.125,0.989205350613,0.2493
"River_Basin","Sorojo_Serinhaem","Petaloconchus secretus",0.000712443328941769,0.00211033295496318,0.337597594382542,0,0.125,0.989979535844502,0.1778
"River_Basin","Sorojo_Serinhaem","Vexillum sp",0.000638513154023165,0.00186551206251939,0.342272326645183,0,0.125,0.990673383949864,0.1823
"River_Basin","Sorojo_Serinhaem","Siratus sp",0.000638513154023165,0.00186551206251939,0.342272326645183,0,0.125,0.991367232055226,0.1823
"River_Basin","Sorojo_Serinhaem","Stramonita haemastoma",0.000638513154023165,0.00186551206251939,0.342272326645183,0,0.125,0.992061080160589,0.1823
"River_Basin","Sorojo_Serinhaem","Dolichupis virgo",0.000627984543472586,0.00226540023530604,0.277206885426031,0.0833333333333333,0,0.992743487222902,0.41
"River_Basin","Sorojo_Serinhaem","Odostomia laevigata",0.000623474148541056,0.0015923631757963,0.391540169992484,0.25,0,0.993420993009559,0.8486
"River_Basin","Sorojo_Serinhaem","Polygona ogum",0.000564698604405604,0.00129327677807584,0.436641725869208,0.0833333333333333,0.125,0.994034629634425,0.255
"River_Basin","Sorojo_Serinhaem","Melampus caffea",0.000532553744518711,0.0013306930374625,0.400207808657538,0.166666666666667,0,0.994613335655296,0.3383
"River_Basin","Sorojo_Serinhaem","Pilsbryspira sp",0.000513711091940109,0.00126941398244826,0.404683656429668,0.166666666666667,0,0.995171566077958,0.9283
"River_Basin","Sorojo_Serinhaem","Amphissa cancelata",0.000449327292136316,0.00153168149360782,0.293355566422587,0.166666666666667,0,0.995659833059417,0.3929
"River_Basin","Sorojo_Serinhaem","Fusinus srigatus",0.000358406888113971,0.00124465711430781,0.287956324672833,0.0833333333333333,0,0.996049300275088,0.4056
"River_Basin","Sorojo_Serinhaem","Diadora sp",0.000358406888113971,0.00124465711430781,0.287956324672833,0.0833333333333333,0,0.996438767490759,0.4056
"River_Basin","Sorojo_Serinhaem","Turbinella laevigata",0.000358406888113971,0.00124465711430781,0.287956324672833,0.0833333333333333,0,0.996828234706429,0.4056
"River_Basin","Sorojo_Serinhaem","Calliostoma sp",0.000348293712809479,0.00117935152117607,0.295326462514039,0.166666666666667,0,0.997206712316828,0.4025
"River_Basin","Sorojo_Serinhaem","Rissoina princeps",0.00033956423553537,0.0011760983682446,0.288720947757279,0.0833333333333333,0,0.997575703934292,0.3978
"River_Basin","Sorojo_Serinhaem","Polystira sp",0.00033517202928714,0.00116016941323678,0.288899212014251,0.0833333333333333,0,0.997939922707274,0.4
"River_Basin","Sorojo_Serinhaem","Elachisina floridana",0.000266795507736233,0.000728514615146883,0.366218470006181,0,0.125,0.998229839299274,0.7257
"River_Basin","Sorojo_Serinhaem","Eulimastoma canaliculatum",0.000266795507736233,0.000728514615146883,0.366218470006181,0,0.125,0.998519755891275,0.8505
"River_Basin","Sorojo_Serinhaem","Zebina browniana",0.000266795507736233,0.000728514615146883,0.366218470006181,0,0.125,0.998809672483276,0.1692
"River_Basin","Sorojo_Serinhaem","Nassarina thetys",0.000224663646068158,0.000765840746803912,0.293355566422587,0.0833333333333333,0,0.999053805974005,0.3928
"River_Basin","Sorojo_Serinhaem","Mitrella ocelata",0.000174146856404739,0.000589675760588033,0.295326462514039,0.0833333333333333,0,0.999243044779204,0.4024
"River_Basin","Sorojo_Serinhaem","Oscilla tricordata",0.000174146856404739,0.000589675760588033,0.295326462514039,0.0833333333333333,0,0.999432283584403,0.7976
"River_Basin","Sorojo_Serinhaem","Turbonilla sp",0.000174146856404739,0.000589675760588033,0.295326462514039,0.0833333333333333,0,0.999621522389602,0.4024
"River_Basin","Sorojo_Serinhaem","Parvituboides interruptus",0.000174146856404739,0.000589675760588033,0.295326462514039,0.0833333333333333,0,0.999810761194801,0.4024
"River_Basin","Sorojo_Serinhaem","Vitrinella cupidinensis",0.000174146856404739,0.000589675760588033,0.295326462514039,0.0833333333333333,0,1,0.4024
"River_Basin","Sorojo_Serinhaem","Pseudodiala puncturina",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Pisania pusio",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Cerithiopsis cynthiae",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Anachis obesa",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Steironepio minus",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Conus hencksi",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Macrocypraea zebra",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Melanela arcuata",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Melanela breviuscula",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Melanela polita",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Fissurella nimbosa",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Alaba sp",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Littorina laceolata",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Granulina ovuliformis",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Smaragdia viridis",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Olivella floralia",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Pyramidella crenulata",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Turbonilla multicostata",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Turbonilla pusilla",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Alvania auberiana",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Alvania sp",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Strombus pugilis",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Cryoturris diadema",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Serinhaem","Polystira formosissima",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Marau","Cerithium atratum",0.129846973082627,0.158160049483527,0.820984651349339,18.1666666666667,16.8,0.148429101506479,0.1385
"River_Basin","Sorojo_Marau","Eulithidium affine",0.120943676113852,0.225753185364576,0.535734084631124,2.58333333333333,182.3,0.286680773858103,0.2036
"River_Basin","Sorojo_Marau","Bittiolum varium",0.0928179415483834,0.0843140521310465,1.10085969304523,20.6666666666667,24.1,0.392781696664678,0.1329
"River_Basin","Sorojo_Marau","Schwartziella bryerea",0.0639782164873674,0.0643823189366728,0.99372339400041,11,24.6,0.465915701745906,0.0827
"River_Basin","Sorojo_Marau","Vitta virginea",0.0357589381480595,0.0449741561614278,0.795099701697755,8.08333333333333,1.3,0.506792026654649,0.939
"River_Basin","Sorojo_Marau","Stosicia aberrans",0.0336359664774228,0.0692022968604728,0.486052746850879,2.08333333333333,0.9,0.545241565862381,0.21
"River_Basin","Sorojo_Marau","Turbonilla rushi",0.0304744592654641,0.0371538112613994,0.82022431160717,7.91666666666667,1.3,0.580077161181113,0.1986
"River_Basin","Sorojo_Marau","Turbonilla fasciata",0.0247989690709695,0.0618513634585396,0.400944582047781,2.75,0.3,0.608425058787849,0.114
"River_Basin","Sorojo_Marau","Eulithidium bellum",0.0236318390244237,0.0350050106844565,0.675098751931451,5.75,14.1,0.635438800810998,0.2923
"River_Basin","Sorojo_Marau","Boonea jadisi",0.0185589358986038,0.03608764590045,0.514273941553288,2.75,5.4,0.656653667164434,0.22
"River_Basin","Sorojo_Marau","Costoanachis sertulariarum",0.0183148653634796,0.0187168657216904,0.978522025846189,4.08333333333333,3,0.677589534559537,0.7738
"River_Basin","Sorojo_Marau","Olivella minuta",0.0165538700663434,0.0361523301574816,0.457892202085834,2.25,1,0.696512394307979,0.946
"River_Basin","Sorojo_Marau","Phrontis polygonata",0.0154955658146084,0.0453342569737701,0.341806987673227,0.166666666666667,0.7,0.714225498099265,0.7956
"River_Basin","Sorojo_Marau","Peristichia agria",0.0141202413685796,0.0304827965199071,0.463220011961772,5.75,0.2,0.730366457642921,0.3623
"River_Basin","Sorojo_Marau","Finella dubia",0.0132119005857663,0.0254053035214955,0.52004498094611,4.5,2.6,0.745469085656362,0.3509
"River_Basin","Sorojo_Marau","Pyrgocythara caribaea",0.0114069806518418,0.0399172405496633,0.28576576173019,0.333333333333333,0.4,0.758508495423559,0.1873
"River_Basin","Sorojo_Marau","Solariorbis schumoi",0.0106388702623381,0.0251281109420738,0.423385199423195,1.41666666666667,0.4,0.770669872131802,0.7479
"River_Basin","Sorojo_Marau","Anachis isabellei",0.0101370325494002,0.0230658452931897,0.439482378406187,0.666666666666667,1.7,0.782257594182834,0.6508
"River_Basin","Sorojo_Marau","Cerithiopsis gemmulosa",0.00952363177908085,0.0231854227666285,0.41075946188001,0.75,1.1,0.793144132963742,0.2018
"River_Basin","Sorojo_Marau","Cerithiopsis emersoni",0.0090396094973921,0.0169874658040177,0.532134080602779,1.41666666666667,0.7,0.803477382047751,0.56
"River_Basin","Sorojo_Marau","Triphora nigrocincta",0.00859767310040218,0.0134575385187922,0.638874121623083,1.5,0.9,0.813305450142392,0.1361
"River_Basin","Sorojo_Marau","Alaba incerta ",0.00830480528251814,0.0148739192554122,0.55834680422218,0.166666666666667,12.6,0.822798738718984,0.2624
"River_Basin","Sorojo_Marau","Barleeia rubrooperculata",0.00805868302066443,0.0181274247553404,0.444557521513931,2.5,0.1,0.832010682992199,0.974
"River_Basin","Sorojo_Marau","Triphora pulchella",0.00736865782378683,0.0130405837830469,0.565055824676062,1.5,0.4,0.840433854007494,0.7959
"River_Basin","Sorojo_Marau","Pilsbryspira zebroides",0.00731915466154084,0.012833311463766,0.570324711763289,0.583333333333333,1,0.848800437566651,0.1265
"River_Basin","Sorojo_Marau","Costoanachis sparsa",0.00712289335650496,0.01747414238121,0.407624775002648,0.333333333333333,1.7,0.856942673276372,0.3779
"River_Basin","Sorojo_Marau","Littorina angulifera",0.00644801538201618,0.0216548191088961,0.297763530121904,0,1.1,0.86431345063784,0.5836
"River_Basin","Sorojo_Marau","Turbonilla fluminensis",0.0063341934217086,0.0168269028056347,0.376432519690285,0.25,0.7,0.871554117216599,0.1846
"River_Basin","Sorojo_Marau","Cylichna discus",0.00611016292678108,0.00858708746708486,0.711552426850423,1.5,0.2,0.878538692765412,0.1156
"River_Basin","Sorojo_Marau","Olivella watermami",0.00558587572413472,0.0138421636584334,0.40354065028927,1.08333333333333,0,0.884923951467843,0.2166
"River_Basin","Sorojo_Marau","Steironepio minus",0.00548304534977486,0.019212317500611,0.285392189130775,0,0.7,0.891191663956362,0.2842
"River_Basin","Sorojo_Marau","Pleuroploca aurantiaca",0.00521778298364997,0.0201405986697988,0.259067918942953,0.0833333333333333,0.3,0.897156152936988,0.4451
"River_Basin","Sorojo_Marau","Pisania pusio",0.00498827760379758,0.0201939731853369,0.247018135461309,0,0.3,0.902858292503425,0.2898
"River_Basin","Sorojo_Marau","Conus hencksi",0.0049865847919919,0.0164391368796173,0.303336168346813,0,0.4,0.908558497003304,0.1095
"River_Basin","Sorojo_Marau","Isellica anomala",0.00475880887103625,0.0125137513173898,0.380286354613996,0.916666666666667,0.2,0.913998329047132,0.166
"River_Basin","Sorojo_Marau","Triphora turristhomae",0.00433777119236258,0.0154866480938962,0.280097485657482,1.75,0,0.918956869591727,0.62
"River_Basin","Sorojo_Marau","Alaba sp",0.00407903642520947,0.00886271117883435,0.460247021808732,0,5,0.92361964837842,0.0952
"River_Basin","Sorojo_Marau","Natica  pusilla",0.0038458687795271,0.00608288708653499,0.632243986254533,0.5,1.2,0.928015891385901,0.7275
"River_Basin","Sorojo_Marau","Volvarina gracilis",0.00379777447262812,0.0191986794022582,0.197814359678375,0.0833333333333333,0,0.93235715741093,0.2446
"River_Basin","Sorojo_Marau","Atys guildingi",0.0033663886900585,0.0153616510204225,0.219142375099074,0.0833333333333333,0.1,0.936205302937349,0.464
"River_Basin","Sorojo_Marau","Acteocina bullata",0.00326141094843107,0.00467289279034181,0.697942601031192,0.583333333333333,0.6,0.939933447577355,0.8546
"River_Basin","Sorojo_Marau","Seila adamsii",0.00237068228421809,0.00338643870634416,0.700051732747105,0.666666666666667,0.2,0.94264339323916,0.0928
"River_Basin","Sorojo_Marau","Syntomodrillia hypsela",0.0023099153581535,0.00597971427425009,0.386291928378666,0.416666666666667,2,0.945283875747355,0.3535
"River_Basin","Sorojo_Marau","Pilsbryspira sp",0.00221512592178973,0.00549089696635816,0.403417863303838,0.166666666666667,0.2,0.947816003701433,0.1792
"River_Basin","Sorojo_Marau","Triphora pompona",0.00208843464628898,0.00559851146265354,0.373033914500394,0,0.3,0.95020330985686,0.7742
"River_Basin","Sorojo_Marau","Tenaturris decora",0.00197761034559782,0.0049596993246256,0.398735934611743,0.5,0.1,0.952463931877985,0.4333
"River_Basin","Sorojo_Marau","Parvanachis obesa",0.00182885965128989,0.00658121649997533,0.277890820230081,0.166666666666667,0,0.954554515804417,0.3046
"River_Basin","Sorojo_Marau","Ithycytara lanceolata",0.00175635128138875,0.00315694581928661,0.556345082217989,0.5,0.1,0.956562214839961,0.1809
"River_Basin","Sorojo_Marau","Macrocypraea zebra",0.00170137848924603,0.00672270687824283,0.253079380086066,0,0.2,0.958507074042189,0.2756
"River_Basin","Sorojo_Marau","Boonea seminuda",0.00159681248076979,0.00395995171952732,0.403240391264264,0.166666666666667,0.3,0.960332403013425,0.5238
"River_Basin","Sorojo_Marau","Alvania auberiana",0.00158924126826783,0.0029510190218039,0.538539825235134,0,2.3,0.962149077271791,0.0373
"River_Basin","Sorojo_Marau","Melanela breviuscula",0.00153520056779264,0.0039980872297456,0.383983760126795,0,0.3,0.963903977178196,0.1295
"River_Basin","Sorojo_Marau","Mirachelus clinocnemus",0.0015192260663093,0.00655615770468997,0.231725064395952,0.0833333333333333,0,0.965640616505661,0.3816
"River_Basin","Sorojo_Marau","Thais rustica",0.0015192260663093,0.00655615770468997,0.231725064395952,0.0833333333333333,0,0.967377255833125,0.3816
"River_Basin","Sorojo_Marau","Epitonium angulatum",0.00148924360216348,0.00253190562854575,0.588190801968738,0.416666666666667,0.4,0.969079621968782,0.9588
"River_Basin","Sorojo_Marau","Oscilla tricordata",0.0014846968775909,0.00528031845193998,0.28117563194421,0.0833333333333333,0.1,0.970776790707633,0.3031
"River_Basin","Sorojo_Marau","Turbonilla rachialis",0.0014846968775909,0.00528031845193998,0.28117563194421,0.0833333333333333,0.1,0.972473959446485,0.6549
"River_Basin","Sorojo_Marau","Granulina ovuliformis",0.00139718826413044,0.00298331838377966,0.468333608550455,0,2.2,0.974071096397442,0.0889
